Collection,Box,Position,Stamp,Ballot id,Number of ballots,Required Contests,Possible Contests,Comments
pbc1,box1,68,stmp001156,bid68,1,,
pbc1,box1,69,stmp001173,bid69,1,,
pbc1,box1,70,stmp001190,bid70,1,,
pbc1,box1,71,stmp001207,bid71,1,,
pbc1,box1,72,stmp001224,bid72,1,,
pbc1,box1,73,stmp001241,bid73,1,,
pbc1,box1,74,stmp001258,bid74,1,,
pbc1,box1,75,stmp001275,bid75,1,,
pbc1,box1,76,stmp001292,bid76,1,,
pbc1,box1,77,stmp001309,bid77,1,,
pbc1,box1,78,stmp001326,bid78,1,,
pbc1,box1,79,stmp001343,bid79,1,,
pbc1,box1,80,stmp001360,bid80,1,,
pbc1,box1,81,stmp001377,bid81,1,,
pbc1,box1,82,stmp001394,bid82,1,,
pbc1,box1,83,stmp001411,bid83,1,,
pbc1,box1,84,stmp001428,bid84,1,,
pbc1,box1,85,stmp001445,bid85,1,,
pbc1,box1,86,stmp001462,bid86,1,,
pbc1,box1,87,stmp001479,bid87,1,,
pbc1,box1,88,stmp001496,bid88,1,,
pbc1,box1,89,stmp001513,bid89,1,,
pbc1,box1,90,stmp001530,bid90,1,,
pbc1,box1,91,stmp001547,bid91,1,,
pbc1,box1,92,stmp001564,bid92,1,,
pbc1,box1,93,stmp001581,bid93,1,,
pbc1,box1,94,stmp001598,bid94,1,,
pbc1,box1,95,stmp001615,bid95,1,,
pbc1,box1,96,stmp001632,bid96,1,,
pbc1,box1,97,stmp001649,bid97,1,,
pbc1,box1,98,stmp001666,bid98,1,,
pbc1,box1,99,stmp001683,bid99,1,,
pbc1,box2,100,stmp001700,bid100,1,,
pbc1,box2,1,stmp001717,bid101,1,,
pbc1,box2,2,stmp001734,bid102,1,,
pbc1,box2,3,stmp001751,bid103,1,,
pbc1,box2,4,stmp001768,bid104,1,,
pbc1,box2,5,stmp001785,bid105,1,,
pbc1,box2,6,stmp001802,bid106,1,,
pbc1,box2,7,stmp001819,bid107,1,,
pbc1,box2,8,stmp001836,bid108,1,,
pbc1,box2,9,stmp001853,bid109,1,,
pbc1,box2,10,stmp001870,bid110,1,,
pbc1,box2,11,stmp001887,bid111,1,,
pbc1,box2,12,stmp001904,bid112,1,,
pbc1,box2,13,stmp001921,bid113,1,,
pbc1,box2,14,stmp001938,bid114,1,,
pbc1,box2,15,stmp001955,bid115,1,,
pbc1,box2,16,stmp001972,bid116,1,,
pbc1,box2,17,stmp001989,bid117,1,,
pbc1,box2,18,stmp002006,bid118,1,,
pbc1,box2,19,stmp002023,bid119,1,,
pbc1,box2,20,stmp002040,bid120,1,,
pbc1,box2,21,stmp002057,bid121,1,,
pbc1,box2,22,stmp002074,bid122,1,,
pbc1,box2,23,stmp002091,bid123,1,,
pbc1,box2,24,stmp002108,bid124,1,,
pbc1,box2,25,stmp002125,bid125,1,,
pbc1,box2,26,stmp002142,bid126,1,,
pbc1,box2,27,stmp002159,bid127,1,,
pbc1,box2,28,stmp002176,bid128,1,,
pbc1,box2,29,stmp002193,bid129,1,,
pbc1,box2,30,stmp002210,bid130,1,,
pbc1,box2,31,stmp002227,bid131,1,,
pbc1,box2,32,stmp002244,bid132,1,,
pbc1,box2,33,stmp002261,bid133,1,,
pbc1,box2,34,stmp002278,bid134,1,,
pbc1,box2,35,stmp002295,bid135,1,,
pbc1,box2,36,stmp002312,bid136,1,,
pbc1,box2,37,stmp002329,bid137,1,,
pbc1,box2,38,stmp002346,bid138,1,,
pbc1,box2,39,stmp002363,bid139,1,,
pbc1,box2,40,stmp002380,bid140,1,,
pbc1,box2,41,stmp002397,bid141,1,,
pbc1,box2,42,stmp002414,bid142,1,,
pbc1,box2,43,stmp002431,bid143,1,,
pbc1,box2,44,stmp002448,bid144,1,,
pbc1,box2,45,stmp002465,bid145,1,,
pbc1,box2,46,stmp002482,bid146,1,,
pbc1,box2,47,stmp002499,bid147,1,,
pbc1,box2,48,stmp002516,bid148,1,,
pbc1,box2,49,stmp002533,bid149,1,,
pbc1,box2,50,stmp002550,bid150,1,,
pbc1,box2,51,stmp002567,bid151,1,,
pbc1,box2,52,stmp002584,bid152,1,,
pbc1,box2,53,stmp002601,bid153,1,,
pbc1,box2,54,stmp002618,bid154,1,,
pbc1,box2,55,stmp002635,bid155,1,,
pbc1,box2,56,stmp002652,bid156,1,,
pbc1,box2,57,stmp002669,bid157,1,,
pbc1,box2,58,stmp002686,bid158,1,,
pbc1,box2,59,stmp002703,bid159,1,,
pbc1,box2,60,stmp002720,bid160,1,,
pbc1,box2,61,stmp002737,bid161,1,,
pbc1,box2,62,stmp002754,bid162,1,,
pbc1,box2,63,stmp002771,bid163,1,,
pbc1,box2,64,stmp002788,bid164,1,,
pbc1,box2,65,stmp002805,bid165,1,,
pbc1,box2,66,stmp002822,bid166,1,,
pbc1,box2,67,stmp002839,bid167,1,,
pbc1,box2,68,stmp002856,bid168,1,,
pbc1,box2,69,stmp002873,bid169,1,,
pbc1,box2,70,stmp002890,bid170,1,,
pbc1,box2,71,stmp002907,bid171,1,,
pbc1,box2,72,stmp002924,bid172,1,,
pbc1,box2,73,stmp002941,bid173,1,,
pbc1,box2,74,stmp002958,bid174,1,,
pbc1,box2,75,stmp002975,bid175,1,,
pbc1,box2,76,stmp002992,bid176,1,,
pbc1,box2,77,stmp003009,bid177,1,,
pbc1,box2,78,stmp003026,bid178,1,,
pbc1,box2,79,stmp003043,bid179,1,,
pbc1,box2,80,stmp003060,bid180,1,,
pbc1,box2,81,stmp003077,bid181,1,,
pbc1,box2,82,stmp003094,bid182,1,,
pbc1,box2,83,stmp003111,bid183,1,,
pbc1,box2,84,stmp003128,bid184,1,,
pbc1,box2,85,stmp003145,bid185,1,,
pbc1,box2,86,stmp003162,bid186,1,,
pbc1,box2,87,stmp003179,bid187,1,,
pbc1,box2,88,stmp003196,bid188,1,,
pbc1,box2,89,stmp003213,bid189,1,,
pbc1,box2,90,stmp003230,bid190,1,,
pbc1,box2,91,stmp003247,bid191,1,,
pbc1,box2,92,stmp003264,bid192,1,,
pbc1,box2,93,stmp003281,bid193,1,,
pbc1,box2,94,stmp003298,bid194,1,,
pbc1,box2,95,stmp003315,bid195,1,,
pbc1,box2,96,stmp003332,bid196,1,,
pbc1,box2,97,stmp003349,bid197,1,,
pbc1,box2,98,stmp003366,bid198,1,,
pbc1,box2,99,stmp003383,bid199,1,,
pbc1,box3,100,stmp003400,bid200,1,,
